Tickers,ROE>5,Increasing Revenue,Positive OCF,Increasing EPS,Quality of Earnings,Long Term Debt vs Asset,Increasing Net Income,Market Cap > Median,Increasing Asset Turnover
1728 HK Equity,1.5759803921568627,0.17401960784313725,1.8553921568627452,0.09558823529411764,1.6715686274509804,1.4803921568627452,1.213235294117647,0.8063725490196079,0.12745098039215685
1999 HK Equity,1.2687592867756314,1.076523031203566,0.9962852897473997,1.0079866270430906,1.6632615156017831,0.6836924219910847,0.9812407132243685,1.0297176820208023,0.2925334323922734
1929 HK Equity,1.6333595594020456,0.33280881195908735,1.6758457907159716,0.9441384736428009,0.3021243115656963,1.0621557828481512,0.21243115656963021,0.7694728560188828,2.0676632572777343
2331 HK Equity,1.0624609618988132,1.7276702061211742,1.5477826358525921,0.028107432854465958,0.09181761399125546,0.9219237976264835,1.0212367270455964,1.457838850718301,1.141161773891318
1114 HK Equity,1.4958734525447042,0.20839064649243466,1.687757909215956,0.3404401650618982,1.0068775790921596,1.5061898211829436,0.81292984869326,1.343191196698762,0.5983493810178817
3813 HK Equity,0.6902654867256637,0.5203539823008849,0.07168141592920355,0.5230088495575221,1.1336283185840708,2.4530973451327434,0.8389380530973451,0.35575221238938054,2.4132743362831857
136 HK Equity,0.042559899117276166,1.7619798234552333,0.0,2.2187894073139973,0.2042875157629256,0.44546027742749056,0.4823455233291299,2.442938209331652,1.401639344262295
1211 HK Equity,1.8815533980582524,0.25339805825242717,0.8388349514563107,1.8262135922330096,1.103883495145631,1.1155339805825242,1.5058252427184466,0.41359223300970877,0.06116504854368932
3818 HK Equity,1.2682096664397549,0.8209666439754936,1.229918311776719,1.2513614703880191,1.3892103471749488,1.2513614703880191,0.06432947583390061,0.6769911504424779,1.047651463580667
1828 HK Equity,0.9445612693557637,0.7226151787421143,1.6499713247944943,0.8912253871152743,0.2752819728541388,1.460714968457274,0.38883578665647106,0.9755304913018543,1.6912636207226153
494 HK Equity,1.0355740922473013,1.324828263002944,1.4043179587831207,1.1216879293424926,0.8567222767419038,1.2210500490677134,0.01987242394504416,1.7399411187438665,0.27600588812561333
1086 HK Equity,0.2535872684581268,0.7490216540568745,0.24889120793112446,0.18549439081659275,0.6997130185233499,2.308113749021654,1.134098617271067,2.2470649621706236,1.174015131750587
860 HK Equity,0.29421885753613214,1.1366139022711632,2.4621472814865797,0.04026152787336545,0.6782518926359257,0.387130075705437,0.4831383344803854,1.186166551961459,2.3320715760495525
819 HK Equity,0.1011641910879165,1.1995182657567243,1.6782416700120433,0.6413087113608993,1.0784825371336813,0.930349257326375,0.8436370935367322,0.9195102368526696,1.6077880369329587
78 HK Equity,1.303448275862069,0.5295258620689656,1.0571120689655173,1.5206896551724138,0.7021551724137931,0.27349137931034484,1.3635775862068966,1.0241379310344827,1.2258620689655173
2282 HK Equity,1.2682096664397549,1.0767528931245745,0.9925119128658951,1.4749829816201498,0.6678012253233492,0.8163716814159292,1.1303607896528252,1.4351599727705922,0.1378488767869299
1212 HK Equity,1.2153375937760489,1.630452903584329,0.06001667129758266,0.4851347596554598,1.0602945262572936,0.6426785218116143,1.180327868852459,1.6629619338705195,1.062795220894693
1269 HK Equity,2.383727639930756,0.5894402769763416,1.1814772071552222,0.8542989036353145,2.1032890940565494,1.2749567224466243,0.26226197345643393,0.10126947489901904,0.24927870744373917
547 HK Equity,1.1596774193548387,1.3693548387096774,0.8548387096774194,0.027419354838709678,1.4758064516129032,0.5548387096774193,0.8983870967741936,1.2838709677419355,1.3758064516129032
175 HK Equity,1.0999265246142542,1.822924320352682,0.440852314474651,0.8772961058045555,0.048493754592211606,1.547391623806025,0.7648787656135194,2.1557678177810433,0.24246877296105804
256 HK Equity,1.4246353322528362,0.7463533225283631,0.2965964343598055,0.24311183144246354,0.25283630470016205,2.0518638573743924,0.5858995137763371,1.1426256077795787,2.2560777957860614
489 HK Equity,0.5769230769230769,1.4281210592686002,1.1235813366960907,1.6116015132408574,1.1897856242118536,1.5567465321563683,0.22887767969735182,0.4218158890290038,0.862547288776797
1293 HK Equity,1.314588573481854,1.2547610492274524,0.4753862738052461,0.7615882141573841,0.7017606899029823,0.6920589292130794,1.5846209126841537,1.5118577075098814,0.7033776500179663
