Tickers,ROE>5,Increasing Revenue,Positive OCF,Increasing EPS,Quality of Earnings,Long Term Debt vs Asset,Increasing Net Income,Market Cap > Median,Increasing Asset Turnover
1728 HK Equity,0.45056320400500627,1.3066332916145182,1.8135168961201502,1.4924906132665832,0.38016270337922403,1.6811639549436797,1.2221526908635796,0.08166458072590739,0.5716520650813517
1999 HK Equity,1.1289198606271778,0.6816431322207959,0.4852374839537869,0.34494773519163763,1.1404731340546488,1.0298918026774253,1.6389143590684028,1.1322207958921695,1.4177516963139556
1929 HK Equity,0.9492044063647491,1.208078335373317,0.5195838433292533,1.2760097919216646,1.2796817625458996,0.10465116279069768,1.0208078335373316,1.1144430844553244,1.5275397796817625
2331 HK Equity,1.2881570614312856,0.11019632678910703,1.0563647878404052,1.3926535782140594,1.5883470550981633,0.37808739708676375,0.7238758708043065,0.7675744141861938,1.6947435085497151
1114 HK Equity,1.668548842461886,0.8690005646527386,1.4483342744212309,1.0214568040654997,0.5335968379446641,0.24731789949181254,0.7571993224167137,1.3619424054206664,1.0926030491247882
3813 HK Equity,0.916504854368932,1.1475728155339806,0.9980582524271845,0.8660194174757282,1.1689320388349516,1.3398058252427185,0.5864077669902913,1.3339805825242719,0.6427184466019418
136 HK Equity,1.2989690721649485,1.4845360824742269,0.6056701030927835,0.43556701030927836,0.7577319587628866,0.3324742268041237,0.5721649484536082,1.2989690721649485,2.213917525773196
1211 HK Equity,1.560929529567353,0.7260532779142264,0.005101076894010958,1.1698469676931798,0.23124881919516344,1.4674097865104856,1.0644247118836199,1.475911581333837,1.299074249008124
3818 HK Equity,1.7346026811734991,1.059646395958811,1.2030308917816204,0.16261900136001553,0.7151738877015738,0.8113464153876044,1.3184379250048572,0.9652224596852536,1.029920341946765
1828 HK Equity,0.6249674902470741,0.5243172951885565,0.6647594278283485,1.4746423927178154,1.6689206762028608,0.7420026007802341,0.5453836150845254,1.0252275682704812,1.729778933680104
494 HK Equity,1.6045318512184694,1.437152629328773,1.8565626336041043,0.7214621633176571,0.032706284737067125,0.009619495510902095,1.2255237280889268,1.3948268490808038,0.7176143651132962
1086 HK Equity,1.1576915261125786,0.3913838650680756,1.5417598049176997,0.8047144889250153,1.0936801463117252,0.5797602113391587,1.5472464946149156,1.6551513919934973,0.2286120707173339
860 HK Equity,1.2609825838315571,1.0621263322069145,2.0681050168962827,0.044450220951390694,1.1814400831817,2.04003119313751,0.31349103197296596,0.18247985443202497,0.8468936833896543
819 HK Equity,0.6167800453514739,0.764172335600907,1.5215419501133787,0.4444444444444444,1.3265306122448979,0.5124716553287982,0.6145124716553289,1.7142857142857142,1.4852607709750567
78 HK Equity,0.07768386980758857,1.3432835820895523,0.09063118144218665,1.3724150332673979,1.2623628843733141,1.5051249775220283,1.2186657076065457,1.5909009171012407,0.5389318467901456
2282 HK Equity,0.4772727272727273,0.5586510263929618,1.9948680351906158,1.8848973607038124,0.23313782991202345,1.8321114369501466,0.6818181818181818,0.27052785923753664,1.066715542521994
1212 HK Equity,1.0082007544694112,0.9683450877480728,1.105625717566016,1.1425291126783663,0.6967360997211743,1.095292766934558,1.0746268656716418,1.1425291126783663,0.766114482532393
1269 HK Equity,0.8276981336218555,0.2799567216662158,0.10224506356505275,1.73329726805518,0.7230186637814444,1.3973492020557208,1.3876115769542872,0.781444414390046,1.7673789559101976
547 HK Equity,1.5189274447949528,1.515378548895899,0.39215299684542587,1.32551261829653,0.19696372239747634,0.1667981072555205,1.4834384858044165,1.7087933753943219,0.6920347003154574
175 HK Equity,1.1182147165259348,1.2457780458383594,0.48039806996381185,1.1155006031363088,0.9092279855247286,0.1655609167671894,1.3896260554885405,1.1155006031363088,1.4601930036188178
256 HK Equity,1.066098451904679,0.6011480257436076,1.4778222299530352,0.9893894590363541,1.4778222299530352,1.4324230300921899,0.9064185075665333,0.3710210471386328,0.6778570186119325
489 HK Equity,0.2913262099308611,2.7379006913890636,0.0056568196103079825,0.2856693903205531,0.8852922690131992,0.5656819610307983,0.8824638592080453,2.7633563796354492,0.5826524198617222
1293 HK Equity,0.966543438077634,1.1628465804066543,1.498890942698706,0.2312384473197782,1.0364140480591497,1.620332717190388,0.5805914972273567,1.4473197781885399,0.45582255083179296
848 HK Equity,1.0778761061946902,1.6725663716814159,0.5707964601769911,1.4628318584070796,0.268141592920354,0.8893805309734514,1.1628318584070796,1.2345132743362832,0.6610619469026549
669 HK Equity,0.06492785793562708,1.2352941176470589,1.1637069922308545,1.095449500554939,1.283573806881243,0.44617092119866814,1.2169811320754718,1.0638179800221976,1.4300776914539401
1382 HK Equity,0.6684782608695652,1.0842391304347827,1.0320652173913043,1.5228260869565218,1.3875,1.1380434782608695,0.5543478260869565,0.7793478260869565,0.8331521739130435
1060 HK Equity,1.032898041185334,0.7933199397287795,0.4294324460070316,1.10748367654445,1.5256152687091913,0.8430436966348569,0.047463586137619286,0.9899547965846308,2.2307885484681065
521 HK Equity,1.111544461778471,1.6497659906396256,0.875195007800312,0.22464898595943839,1.937597503900156,1.0741029641185647,0.1731669266770671,0.28549141965678626,1.6684867394695788
1128 HK Equity,0.4354219948849105,1.8337595907928388,0.46611253196930946,0.9763427109974424,0.23209718670076726,0.6751918158567775,1.826086956521739,1.5843989769820972,0.9705882352941176
1028 HK Equity,1.472317156527683,0.2891319207108681,0.5413533834586466,0.7997265892002734,0.8140806561859193,1.174982911825017,1.7634996582365003,0.3137388926862611,1.8311688311688312
538 HK Equity,0.3497794928335171,1.3073318632855568,0.9997243660418964,2.4757442116868797,1.7067254685777287,1.8754134509371554,0.05953693495038589,0.1414002205071665,0.08434399117971333
1368 HK Equity,1.3592150170648465,0.8779863481228669,0.11006825938566553,1.6996587030716723,1.697098976109215,1.5972696245733788,0.5426621160409556,0.11518771331058021,1.0008532423208192
178 HK Equity,1.0751072961373391,1.0450643776824033,1.502145922746781,0.28969957081545067,0.37124463519313305,1.6416309012875536,1.8841201716738198,0.6030042918454935,0.5879828326180258
2238 HK Equity,0.8362068965517241,1.556896551724138,1.4758620689655173,1.1137931034482758,1.0448275862068965,0.14310344827586208,1.15,1.313793103448276,0.36551724137931035
27 HK Equity,1.1023304713509725,0.02680918170667601,0.9840546697038725,1.3783073418608727,0.9540914666199404,0.4052917469773962,1.2884177326090767,1.4366567373401087,1.4240406518310846
200 HK Equity,1.223885855205214,1.3316892725030827,0.27743526510480887,0.2504844107803417,1.5837590276554518,0.6816980799718161,1.1858375902765546,1.0494979742821913,1.415712524220539
1361 HK Equity,0.22505161734342738,1.3048864418444597,1.1273227804542327,2.015141087405368,1.874741913282863,0.25602202339986235,0.3282863041982106,0.4975911906400551,1.370956641431521
52 HK Equity,0.4302064631956912,1.878366247755835,1.7026481149012567,0.3372980251346499,1.064407540394973,0.23631059245960503,0.8200179533213644,1.2259874326750448,1.30475763016158
425 HK Equity,0.5735072754641244,1.1176618163572505,0.8602609131961867,1.62117410938284,1.1921726041144003,0.6818866031108881,1.9643753135975917,0.6141495233316608,0.3748118414450577
881 HK Equity,0.7745144481288488,0.9649455234486025,1.237801989578399,0.655139744197063,1.2946470866887732,0.7901468498342018,0.9265750828991,1.0999526290857413,1.2562766461392705
951 HK Equity,0.48046124279308133,1.9122357463164639,1.0531710442024342,0.07495195387572069,1.6835361947469571,0.29019859064702114,1.6143497757847534,0.5496476617552851,1.341447789878283
3389 HK Equity,0.5108359133126935,0.9195046439628483,1.3513931888544892,1.465170278637771,1.4256965944272446,1.6996904024767803,0.21362229102167182,1.335139318885449,0.07894736842105263
308 HK Equity,0.7144524865748307,1.3931823488209198,0.24585570861545644,1.2334812047630166,0.577865981788466,1.634835395750642,0.8468363296754611,1.8260565024515527,0.5274340415596545
590 HK Equity,1.037901548416917,0.3556736769124104,0.01871966720591634,1.6327709729604807,1.0462214005084354,1.507973191587705,0.5449503119944534,1.3561358909174948,1.4996533394961868
330 HK Equity,1.5186980609418284,0.7957063711911357,1.9030470914127424,0.13088642659279778,0.2721606648199446,0.739612188365651,0.4092797783933518,1.6786703601108033,1.5519390581717452
868 HK Equity,0.09725974527209572,1.6707834812813585,0.2848321111539946,0.7989193361636434,1.7784639135468931,2.4245465071401004,0.9864917020455423,0.01736781165573138,0.9413353917406406
1234 HK Equity,1.3333333333333333,0.5857142857142857,1.980952380952381,0.2904761904761905,0.4357142857142857,0.9880952380952381,0.05714285714285714,1.380952380952381,1.9476190476190476
2020 HK Equity,0.19414037347070187,0.8345138441725692,2.4716677398583387,0.2376046361880232,0.27237604636188023,0.10141661300708306,2.3731487443657437,1.5270444301352222,0.9880875724404379
551 HK Equity,1.47750449910018,0.32573485302939414,1.7528494301139772,1.3335332933413317,1.4505098980203959,0.0,1.6772645470905818,0.9736052789442111,0.008998200359928014
341 HK Equity,1.15918257596128,1.355203011562248,2.100564667921484,0.5687012637805862,0.47432105404678676,0.25410056466792147,1.282602850228556,0.6800215111589137,1.1253025006722237
493 HK Equity,0.5821626919307415,0.998203201568115,1.115811826200588,1.4583469454426659,1.2642927147990852,1.2642927147990852,0.08526625285854296,0.8438418817379941,1.3877817706631819
1928 HK Equity,1.5596045745299476,1.693932932738903,0.07850358596627253,1.1391742585772437,1.4549331265749177,0.6018608257414227,0.41694126768753637,1.7270788912579957,0.3279705369257608
1070 HK Equity,1.558737580362361,0.5242548217416715,1.6779661016949152,0.4172998246639392,0.5803623611922852,1.7165400350672122,1.3045002922267679,0.9327878433664524,0.2875511396843951
1169 HK Equity,1.4714703730797367,0.7884052670080468,0.6633138258961229,1.2262253108997805,0.3374177029992685,0.8196781272860278,0.9661667885881492,1.6311265544989026,1.096196049743965
419 HK Equity,0.3567383918459796,1.2281993204983013,0.9861268403171007,1.1797848244620612,1.0141562853907136,0.9912231030577576,1.9595130237825595,0.9377123442808607,0.3465458663646659
2313 HK Equity,1.0756319514661274,1.7108190091001012,0.3403437815975733,1.672598584428716,0.1692618806875632,1.6671385237613752,0.782608695652174,1.4141557128412539,0.16744186046511628
751 HK Equity,0.5559785430005191,1.032531579858107,0.46876622252984945,1.2863817269423776,1.2443329295725905,1.393839764665167,1.2427755667070428,0.2491780584876276,1.526215608236719
2006 HK Equity,1.0817061611374408,0.8701421800947867,0.670521327014218,1.5850236966824645,0.9981042654028436,0.29687203791469197,1.185781990521327,1.1448341232227488,1.1670142180094787
880 HK Equity,1.580016934801016,2.5402201524132093,0.4038950042337002,0.7874682472480948,0.7138018628281118,0.6020321761219306,0.6909398814563928,0.12193056731583404,1.5596951735817104
511 HK Equity,0.7153094462540717,0.43973941368078173,0.8130293159609121,0.048859934853420196,1.5439739413680782,1.0416938110749185,1.8351791530944626,1.565472312703583,0.996742671009772
321 HK Equity,1.4791086350974931,1.5116991643454039,0.7796657381615599,2.013091922005571,1.067966573816156,0.13286908077994428,0.4963788300835655,0.7495821727019498,0.7696378830083566
2678 HK Equity,1.0665487508290958,1.7669688260004421,0.4775591421622817,0.839708158302012,0.5810302896307761,1.311297811187265,1.6515586999778908,0.5233252266195003,0.7820030952907362
2001 HK Equity,0.31184528605962936,1.160354552780016,0.7348912167606769,1.3851732473811442,0.8170829975825947,1.1265108783239324,1.186946011281225,2.03303787268332,0.24415793714746173
2232 HK Equity,0.9668155711550734,1.0299936183790683,0.7523931078493937,0.44990427568602426,0.9821314613911933,1.4358647096362476,1.119974473516273,0.49393746011486916,1.768985322271857
772 HK Equity,0.30337078651685395,0.3865530989488945,1.5886190648785792,0.5627038782167452,1.3080826386371873,1.5902500906125407,1.453243928959768,0.5235592606016672,1.2836172526277636
839 HK Equity,0.3325635103926097,0.17927251732101618,1.4653579676674364,0.730080831408776,1.6706120092378753,0.8937644341801386,2.159064665127021,0.28579676674364896,1.283487297921478
3998 HK Equity,1.6513595166163142,0.43323262839879156,0.7685800604229607,0.9697885196374623,1.4030211480362538,1.1039274924471298,1.0930513595166162,1.056797583081571,0.5202416918429003
709 HK Equity,0.7779568809187991,0.36812411847672777,1.4326012492444087,1.227684868023373,1.1732822889381422,1.1315736449727987,0.7235543018335684,1.2802740278057627,0.8849486197864195
6068 HK Equity,0.706230283911672,0.5962145110410094,0.5323343848580442,1.5437697160883281,0.6973580441640379,0.8446372239747634,0.887223974763407,1.7478312302839116,1.4444006309148265
6169 HK Equity,1.0174632352941178,1.869485294117647,0.41360294117647056,0.5604319852941176,1.6854319852941178,0.4342830882352941,0.9078584558823529,0.2750459558823529,1.8363970588235294
1569 HK Equity,0.01772525849335303,1.0059084194977843,1.3360413589364846,2.0428360413589366,1.1809453471196456,1.1632200886262924,0.27474150664697194,1.2961595273264401,0.6824224519940916
45 HK Equity,0.9092675344861084,1.4775597435399261,1.1750534291820478,1.6996308529240334,0.12939576452302312,1.6087040994754225,0.2745288517583058,1.592966776763163,0.1328929473479697
1970 HK Equity,1.3239704832182813,0.33849083551535347,1.8402761247322066,0.6469888121875744,0.4756010473696739,1.668888359914306,0.5741490121399667,0.44775053558676503,1.6838847893358724
2199 HK Equity,0.22764435360245272,2.13847726111395,0.9818599897802759,2.002810424118549,0.586356668369954,0.2391415431783342,1.639499233520695,0.3978027593254982,0.7864077669902912
1585 HK Equity,1.3413948256467942,1.106861642294713,1.1304836895388077,0.21934758155230596,1.6737907761529809,1.140607424071991,0.6664791901012374,0.11979752530933634,1.6012373453318336
198 HK Equity,0.42024793388429754,1.7460743801652892,1.2774793388429753,0.909297520661157,0.9390495867768595,1.2793388429752066,0.7642561983471075,0.2603305785123967,1.4039256198347108
680 HK Equity,0.7849666983824929,1.8125594671741199,0.5509039010466222,0.3939105613701237,0.6764985727878211,1.6898192197906756,1.3044719314938154,1.2274024738344433,0.5594671741198858
3836 HK Equity,1.7039390088945363,1.4923761118170267,1.1683608640406606,1.8202033036848793,0.1963151207115629,0.12388818297331639,1.4371029224904701,0.8939008894536213,0.1639135959339263
1680 HK Equity,1.4926607052471739,0.4813565041336258,1.4471064619537708,0.7896068837523199,0.31128732917158763,1.3909228952252404,1.03863674708959,1.3180361059557955,0.7303863674708959
1316 HK Equity,1.5618066561014263,0.3399366085578447,2.25594294770206,0.01901743264659271,0.19968304278922344,0.5396196513470681,2.0419968304278924,1.7543581616481776,0.2876386687797147
2333 HK Equity,0.9524447421299397,0.6028131279303416,1.159410582719357,1.3141326188881446,0.8961821835231079,0.7997320830542531,0.8439383791024783,1.6758204956463496,0.7555257870060281
1899 HK Equity,0.6734792404248471,0.45767621499839073,1.3266816865143225,1.2339877695526231,0.8849372384937239,1.4164789185709687,1.1383971676858706,0.5807853234631477,1.2875764402961056
1317 HK Equity,0.9947984395318595,0.7774475199702768,0.5734720416124838,1.5365038082853428,0.6152702953743265,1.6685862901727662,1.5097529258777633,1.14360022292402,0.18056845625116105
1478 HK Equity,0.8181818181818182,1.7315914489311164,0.49362988555387605,0.5733103001511552,0.75793565104729,0.3556467285683438,1.403152666810624,1.4517382854675016,1.4148132152882746
1958 HK Equity,1.1520809898762654,0.46569178852643417,0.4515185601799775,0.15793025871766028,0.9253093363329584,1.8263217097862767,1.038695163104612,1.5064116985376828,1.4760404949381327
3606 HK Equity,1.2705410821643286,0.9819639278557114,0.8677354709418837,1.0681362725450902,0.6753507014028056,1.5771543086172344,0.7835671342685371,1.3006012024048097,0.4749498997995992
69 HK Equity,0.5422740524781341,1.1475218658892128,0.23090379008746356,1.4011661807580176,1.5900874635568514,1.544606413994169,0.03498542274052478,1.2419825072886297,1.266472303206997
1448 HK Equity,1.5871743486973948,0.156312625250501,0.21042084168336672,1.2004008016032064,1.8316633266533067,1.0781563126252505,1.7334669338677355,0.9859719438877755,0.21643286573146292
2255 HK Equity,0.20936724565756823,0.6113523573200993,0.07537220843672457,1.2534119106699753,0.13120347394540943,0.9965880893300249,1.7056451612903225,2.5989454094292803,1.4181141439205955
2111 HK Equity,1.4908569379705987,0.9713158838293295,1.2359268555037648,0.6744352814628899,0.7244532090354966,1.1665471495159556,1.5699175331660093,0.3404446038006454,0.8261025457153102
787 HK Equity,1.4574599260172627,1.5980271270036992,0.8785450061652281,0.9192355117139334,1.0487053020961776,1.3853267570900123,0.020345252774352653,0.2589395807644883,1.433415536374846
2298 HK Equity,0.40357894736842104,0.13073684210526315,0.45473684210526316,1.5347368421052632,0.19894736842105262,1.4854736842105263,1.4191578947368422,1.512,1.8606315789473684
400 HK Equity,0.33267992159059084,1.4315317838140578,2.3741248949873985,0.5292635116213946,0.32259871184542144,0.6729207504900588,1.3937272472696725,1.5928311397367685,0.35032203864463735
