Tickers,ROE>5,Increasing Revenue,Positive OCF,Increasing EPS,Quality of Earnings,Long Term Debt vs Asset,Increasing Net Income,Market Cap > Median,Increasing Asset Turnover
1728 HK Equity,1.1129690841921058,1.5837060081664398,0.622982694925141,0.6964806533151857,1.2669648065331518,1.0867198133385183,0.612482986583706,0.7909780283881004,1.226715924557651
1999 HK Equity,0.23500967117988394,1.664651837524178,1.418762088974855,0.047872340425531915,0.03699226305609284,2.017166344294004,0.6484526112185687,2.012814313346228,0.9182785299806576
1929 HK Equity,0.3044752264251465,0.8654768247202983,0.24214171550346297,1.4696323921150773,1.9371337240277038,1.1963239211507726,0.02397442727757059,1.1244006393180608,1.8364411294619074
2331 HK Equity,0.30808625336927226,1.8606469002695418,0.4973045822102426,1.290566037735849,0.574932614555256,2.2900269541778977,0.6671159029649596,0.17466307277628032,1.3366576819407008
1114 HK Equity,1.9170575692963752,1.2857142857142858,0.7042643923240938,0.9537313432835821,1.5678038379530916,0.6236673773987207,1.1571428571428573,0.6313432835820896,0.15927505330490405
3813 HK Equity,1.7708108108108107,0.01945945945945946,1.8817297297297297,0.7939459459459459,1.3582702702702703,1.120864864864865,1.0663783783783785,0.4962162162162162,0.4923243243243243
136 HK Equity,0.11484474691620587,0.8479370480646533,0.5014887282007656,1.8470863462356444,0.683326244151425,1.1599319438536793,1.4757549978732454,0.5895363675031902,1.780093577201191
1211 HK Equity,1.3598850338739479,0.7630876616711147,1.4411825087251078,1.8051734756723465,0.958940669267091,0.7058098952987066,1.3451036748101006,0.4046397043728187,0.21617737630876616
3818 HK Equity,1.6720655487804879,0.6070884146341463,0.9123475609756098,1.125,0.16463414634146342,1.3462271341463414,1.2844893292682926,0.32240853658536583,1.5657393292682926
1828 HK Equity,1.5921461897356144,0.656104199066874,0.3394245723172628,0.29918351477449456,1.3104587869362363,0.23619751166407466,1.6323872472783827,1.7408631415241058,1.1932348367029548
494 HK Equity,0.9949573312645461,0.31419705197827774,0.8814972847168348,1.5343289371605897,0.7697827773467805,0.3264158262218774,1.171256788207913,1.4103956555469357,1.5971683475562453
1086 HK Equity,0.371900826446281,1.2772136953955135,1.6916174734356553,1.2262101534828806,1.6682408500590318,0.15088547815820544,0.6949232585596222,0.992443919716647,0.9265643447461629
860 HK Equity,1.3960923623445827,1.2504440497335703,0.5861456483126111,0.3996447602131439,1.2628774422735347,1.2753108348134992,0.9253996447602132,0.21492007104795738,1.689165186500888
819 HK Equity,2.5574052812858783,0.28415614236509756,1.4517795637198623,2.0020091848450057,0.06199770378874857,0.005166475315729047,2.102755453501722,0.439150401836969,0.09557979334098737
78 HK Equity,1.2409288824383164,0.49637155297532654,2.453120464441219,0.01567489114658926,0.7445573294629898,0.48592162554426704,2.4896952104499275,0.7367198838896952,0.3370101596516691
2282 HK Equity,1.4784936949386769,1.2406287787182588,0.6125410260839523,1.3447918466056314,1.218863361547763,0.9063741578856452,0.11970979443772672,1.0804974952496114,0.9980998445327345
1212 HK Equity,0.7167775992655497,1.2022033509295387,2.030525591002984,2.0491163644709665,0.1301354142758779,0.1301354142758779,0.987376635299518,1.338535689694744,0.41519394078494376
1269 HK Equity,0.48218405537041786,0.7336580364009229,1.222763394001538,1.204306588054345,1.2112278902845424,0.5513970776723917,1.185849782107152,2.136375288387593,0.27223788772109714
547 HK Equity,1.0578144853875477,1.1283354510800507,1.5857687420584499,0.5736975857687421,1.1797966963151207,1.2579415501905973,1.4561626429479035,0.6975857687420585,0.06289707750952986
175 HK Equity,0.4362189534603328,1.0916325054256089,0.44489992765854836,1.807812876778394,0.7313720761996624,1.2652519893899203,1.4801061007957559,0.7400530503978779,1.0026525198938991
256 HK Equity,0.1360824742268041,1.4371134020618557,1.6391752577319587,1.352577319587629,1.447422680412371,0.49896907216494846,0.4577319587628866,0.7298969072164948,1.3010309278350516
489 HK Equity,1.0597302504816957,1.464354527938343,1.6551059730250481,0.5895953757225434,0.2543352601156069,0.4393063583815029,1.5549132947976878,0.5298651252408478,1.4527938342967244
1293 HK Equity,0.8305709023941068,1.6316758747697975,1.7863720073664826,0.8121546961325967,0.6187845303867403,0.585635359116022,0.6095764272559853,0.6390423572744015,1.4861878453038675
848 HK Equity,0.5220898962735305,0.4114483288513254,0.8989627353054168,1.7235881674990396,1.4003073376872839,0.8228966577026507,0.9905877833269304,1.0925854782942759,1.1375336150595468
669 HK Equity,0.6715573255082792,0.6904212953259274,0.0641374973800042,0.77342276252358,0.7809683504506393,1.2469084049465522,1.3902745755606791,1.6770069167889332,1.7053028715154055
1382 HK Equity,0.41729504251564253,1.2677683298572116,0.9659874859618162,0.9515482111342852,0.8374779399967913,1.436707845339323,1.4338199903738167,0.8793518369966309,0.8100433178244826
